1*2 2*8 3*18 4[s,p]8 4d5
1*2 2*8 3*18 4[s,p]8 4d4 4f1
1*2 2*8 3*18 4[s,p]8 4d3 4f2
1*2 2*8 3*18 4[s,p]7 4d6
1*2 2*8 3*18 4[s,p]7 4d5 4f1
1*2 2*8 3*18 4[s,p]7 4d4 4f2
1*2 2*8 3*18 4[s,p]6 4d7
1*2 2*8 3*18 4[s,p]6 4d6 4f1
1*2 2*8 3*18 4[s,p]6 4d5 4f2
1*2 2*8 3*18 4[s,p]8 4d4 5[s,p,d,f]1
1*2 2*8 3*18 4[s,p]8 4d3 4f1 5[s,p,d,f]1
1*2 2*8 3*18 4[s,p]8 4d2 4f2 5[s,p,d,f]1
1*2 2*8 3*18 4[s,p]7 4d5 5[s,p,d,f]1
1*2 2*8 3*18 4[s,p]7 4d4 4f1 5[s,p,d,f]1
1*2 2*8 3*18 4[s,p]7 4d3 4f2 5[s,p,d,f]1
1*2 2*8 3*18 4[s,p]6 4d6 5[s,p,d,f]1
1*2 2*8 3*18 4[s,p]6 4d5 4f1 5[s,p,d,f]1
1*2 2*8 3*18 4[s,p]6 4d4 4f2 5[s,p,d,f]1
1*2 2*8 3*18 4[s,p]8 4d4 6[s,p,d,f]1
1*2 2*8 3*18 4[s,p]8 4d3 4f1 6[s,p,d,f]1
1*2 2*8 3*18 4[s,p]8 4d2 4f2 6[s,p,d,f]1
1*2 2*8 3*18 4[s,p]7 4d5 6[s,p,d,f]1
1*2 2*8 3*18 4[s,p]7 4d4 4f1 6[s,p,d,f]1
1*2 2*8 3*18 4[s,p]7 4d3 4f2 6[s,p,d,f]1
1*2 2*8 3*18 4[s,p]6 4d6 6[s,p,d,f]1
1*2 2*8 3*18 4[s,p]6 4d5 4f1 6[s,p,d,f]1
1*2 2*8 3*18 4[s,p]6 4d4 4f2 6[s,p,d,f]1
1*2 2*8 3*18 4[s,p]8 4d4 7[s,p,d,f]1
1*2 2*8 3*18 4[s,p]8 4d3 4f1 7[s,p,d,f]1
1*2 2*8 3*18 4[s,p]8 4d2 4f2 7[s,p,d,f]1
1*2 2*8 3*18 4[s,p]7 4d5 7[s,p,d,f]1
1*2 2*8 3*18 4[s,p]7 4d4 4f1 7[s,p,d,f]1
1*2 2*8 3*18 4[s,p]7 4d3 4f2 7[s,p,d,f]1
1*2 2*8 3*18 4[s,p]6 4d6 7[s,p,d,f]1
1*2 2*8 3*18 4[s,p]6 4d5 4f1 7[s,p,d,f]1
1*2 2*8 3*18 4[s,p]6 4d4 4f2 7[s,p,d,f]1
1*2 2*8 3*18 4[s,p]8 4d3 5[s,p,d,f]2
1*2 2*8 3*18 4[s,p]8 4d2 4f1 5[s,p,d,f]2
1*2 2*8 3*18 4[s,p]8 4d1 4f2 5[s,p,d,f]2
1*2 2*8 3*18 4[s,p]7 4d4 5[s,p,d,f]2
1*2 2*8 3*18 4[s,p]7 4d3 4f1 5[s,p,d,f]2
1*2 2*8 3*18 4[s,p]7 4d2 4f2 5[s,p,d,f]2
1*2 2*8 3*18 4[s,p]6 4d5 5[s,p,d,f]2
1*2 2*8 3*18 4[s,p]6 4d4 4f1 5[s,p,d,f]2
1*2 2*8 3*18 4[s,p]6 4d3 4f2 5[s,p,d,f]2
1*2 2*8 3*18 4[s,p]8 4d3 5[s,p,d,f]1 6[s,p,d,f]1
1*2 2*8 3*18 4[s,p]8 4d2 4f1 5[s,p,d,f]1 6[s,p,d,f]1
1*2 2*8 3*18 4[s,p]8 4d1 4f2 5[s,p,d,f]1 6[s,p,d,f]1
1*2 2*8 3*18 4[s,p]7 4d4 5[s,p,d,f]1 6[s,p,d,f]1
1*2 2*8 3*18 4[s,p]7 4d3 4f1 5[s,p,d,f]1 6[s,p,d,f]1
1*2 2*8 3*18 4[s,p]7 4d2 4f2 5[s,p,d,f]1 6[s,p,d,f]1
1*2 2*8 3*18 4[s,p]6 4d5 5[s,p,d,f]1 6[s,p,d,f]1
1*2 2*8 3*18 4[s,p]6 4d4 4f1 5[s,p,d,f]1 6[s,p,d,f]1
1*2 2*8 3*18 4[s,p]6 4d3 4f2 5[s,p,d,f]1 6[s,p,d,f]1
